name,address,phone,fax,email,website,latitude,longitude
RK Autowelt Ennigerloh GmbH,"Neubeckumer Straße 150 , 59320 Ennigerloh",+49 2525 93100,+49 2525 931030,ennigerloh@rk-autowelt.de,https://www.volkswagen.de/de/haendler-werkstatt/rk-autowelt-ennigerloh.html,51.81726,8.02441
Volkswagen Economy Service Mulfingen,"Ailringer Str. 27 , 74673 Mulfingen",07938 / 993945-0,07938 / 9939-888,vw-mul@koch-autogruppe.de,http://www.volkswagen-autohaus-koch-kuenzelsau.de/,49.34064,9.79908
Autohaus Stegelmann GmbH & Co. KG,"Stegelmannstraße 1 , 32657 Lemgo",+49 5261 25970,+49 5261 2597177,info@stegelmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-stegelmann-lemgo.html,52.0208,8.87665
Alfred Hofmann GmbH,"Carl-Zeiss-Straße 4 , 69190 Walldorf",+49 6227 86480,+49 6227 864848,info@alfred-hofmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-alfred-hofmann-walldorf.html,49.305027,8.632676
Autocenter Gaus GmbH & Co. KG,"Dingerdisser Straße 1 , 33699 Bielefeld",+49 521 5575655,+49 521 55756549,info@autocenter-gaus.de,https://www.volkswagen.de/de/haendler-werkstatt/autocenter-gaus-bielefeld.html,52.006317,8.613678
Autozentrum Blankenhain GmbH,"Waldecker Str.9 , 99444 Blankenhain",03645961800,036459618028,eyk.necke@az-blankenhain.de,https://www.volkswagen.de/de/haendler-werkstatt/autozentrum-blankenhain.html,50.8572,11.34944
Auto Hofmann Walldorf GmbH,"Altrottstraße 55 , 69190 Walldorf",+49 6227 839880,+49 6227 8398829,info@auto-hofmann.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-hofmann-walldorf.html,49.29206,8.6524
Autohaus Heich GmbH,"Am Wartenberg 20 - 22 , 55624 Rhaunen",+49 6544 652,+49 6544 9390,mario.heich@autohaus-heich.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-heich-rhaunen.html,49.86594,7.34455
Auto Zeilinger GmbH,"Am Baumgarten 3 + 7 , 91463 Dietersheim",+49 9161 88750,+49 9161 887515,info@auto-zeilinger.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-zeilinger-dietersheim.html,49.55846,10.54195
Gövert GmbH,"Goethestraße 15 , 44534 Lünen",+49 2306 757770,+49 2306 7577729,info@goevert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-goevert-luenen.html,51.62061,7.53045
Autohaus Jacob Fleischhauer GmbH & Co. KG,"Raderberggürtel 31 , 50968 Köln",+49 221 376830,+49 221 3768323,verkauf-vw-koeln@fleischhauer.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-jacob-fleischhauer-koeln-raderberg.html,50.904045,6.962402
Kogelheide GmbH,"Wittener Straße 106 , 58456 Witten",+49 2302 970200,+49 2302 970208,kogelheide@kogelheide.de,https://www.volkswagen.de/de/haendler-werkstatt/kogelheide-werkstatt-service-witten.html,51.41735,7.2707047
Autohaus Armbrust GmbH & Co. KG,"Neustadter Straße 53 , 67454 Hassloch",+49 6324 92300,+49 6324 923090,info@autohaus-armbrust.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-armbrust-hassloch.html,49.36343,8.24367
Autohaus Sydow GmbH,"Saarbrücker Straße 67 , 67742 Lauterecken",+49 6382 92320,+49 6382 923215,martina.sydow@sydow.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-sydow-lauterecken.html,49.65025,7.58557
Schröder Team Bielefeld GmbH & Co. KG,"Am Stadtholz 54 , 33609 Bielefeld",+49 521 3296800,+49 521 32968076,info-bielefeld@schroeder-team.de,https://www.volkswagen.de/de/haendler-werkstatt/schroeder-team-bielefeld.html,52.03422,8.55534
Adolf Berning KG,"Herforder Straße 197 , 33609 Bielefeld",+49 521 323730,+49 521 3237340,info@autohaus-berning.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-berning-bielefeld.html,52.03618,8.55511
Autohaus Großmann Inhaber Dirk Großmann,"Am Anger 22 , 07338 Eichicht",+49 36733 3360,+49 36733 33620,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-grossmann-eichicht.html,50.61361,11.43209
Autohaus von Keitz GmbH & Co. KG,"Merscheider Straße 76 , 42699 Solingen",+49 212 33940,+49 212 339438,info@vonkeitz.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-von-keitz-solingen.html,51.16338,7.0177774
Autohaus Max Schultz GmbH & Co. KG,"Im Eichicht 1a , 96317 Kronach",+49 9261 60460,+49 9261 604660,info@vw-max-schultz.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-max-schultz-kronach.html,50.233402,11.342717
Ebbinghaus Autozentrum Bochum GmbH,"Wittener Straße 270 , 44803 Bochum",+49 234 935930,+49 234 9359351,service.bochum@ea-mail.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-fischer-bochum.html,51.47211,7.25605
Autohaus Rappold GmbH,"Im Riedle 4 , 74572 Blaufelden",+49 7953 98770,+49 7953 987734,info@autohaus-rappold.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-rappold-blaufelden.html,49.297394,9.9818325
Steinböhmer GmbH & Co. KG,"Jöllenbecker Straße 325 , 33613 Bielefeld",+49 521 9865432,+49 521 9865430,info@steinboehmer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-steinboehmer-bielefeld.html,52.056644,8.518754
Autowelt Binder+ GmbH & Co. KG,"Am Wasserturm 30 , 74635 Kupferzell",+49 7944 942390,+49 7944 9423929,info@autowelt-binder.de,https://www.volkswagen.de/de/haendler-werkstatt/autowelt-binder-kupferzell.html,49.22516,9.68366
asw.AUTOMOBILE GmbH & Co. KG,"Werner-Haas-Straße 1 , 74172 Neckarsulm",+49 7132 3890,+49 7132 389189,infovw.neckarsulm@asw-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/asw-automobile-neckarsulm.html,49.17997,9.224726
Autohaus Koch-Nölscher GmbH,"Rothenburger Straße 3 , 91610 Insingen",+49 9861 95000,+49 9861 95009,vw-lohr@koch-autogruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-koch-noelscher-insingen.html,49.32738,10.16809
Bernhard Lünemann,"Essener Straße 29 , 45529 Hattingen",+49 2324 94620,+49 2324 946222,info@autohaus-luenemann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-bernhard-luenemann-hattingen.html,51.40397,7.13628
Feddersen Automobile GmbH,"Bethelner Landstraße 31 , 31028 Gronau",+49 5182 91360,+49 5182 913620,info-gronau@feddersen-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/feddersen-automobile-gronau.html,52.09094,9.786
Leo Sprungmann GmbH,"Deilbachtal 1 , 45257 Essen",+49 201 848380,+49 201 8483830,info@leo-sprungmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-leo-sprungmann-essen.html,51.38286,7.08491
Gottfried Schultz Automobilhandels SE,"Johannes-Flintrop-Straße 127 , 40822 Mettmann",+49 2104 9250,+49 2104 925555,info_36@gottfried-schultz.de,https://www.volkswagen.de/de/haendler-werkstatt/gottfried-schultz-automobilhandels-se-mettmann.html,51.256824,6.9867687
Tepass Herne GmbH + Co. KG,"Bochumer Straße 200 , 44625 Herne",+49 2323 947111,+49 2323 4714,herne@ah-tepass.de,https://www.volkswagen.de/de/haendler-werkstatt/tepass-herne.html,51.52293,7.21512
Leintal Mobile GmbH,"Liebigstraße 34 , 74211 Leingarten",+49 7131 90380,,info@leintal-mobile.de,https://www.volkswagen.de/de/haendler-werkstatt/leintal-mobile-leingarten.html,49.14831,9.13459
Hans Steiner GmbH,"Lohackerstraße 11 , 44867 Bochum",+49 2327 3948,+49 2327 33201,info@autohaussteiner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-steiner-bochum.html,51.47224,7.14772
Autohaus Söffker GmbH,"Steinbrinksweg 12 , 31840 Hessisch Oldendorf",+49 5152 94700,+49 5152 947010,info@autohaus-soeffker.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-soeffker-hessisch-oldendorf.html,52.16601,9.259375
Autozentrum Hagelauer GmbH & Co.KG,"Südstraße 50 - 54 , 74072 Heilbronn",+49 7131 62340,+49 7131 623453,info@hagelauer.de,https://www.volkswagen.de/de/haendler-werkstatt/autozentrum-hagelauer-heilbronn.html,49.13468,9.215925
Auto Meister,"Maybachstraße 5 - 6 , 74182 Obersulm-Affaltrach",+49 7130 6192,+49 7130 9424,automeisterobersulm@web.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-meister-obersulm-affaltrach.html,49.13587,9.37699
Autohaus Otto Preusch GmbH & Co. KG,"Carl-Benz-Straße 18 , 75031 Eppingen",+49 7262 91850,+49 7262 918518,s.hauck@autohaus-preusch.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-otto-preusch-eppingen.html,49.13672,8.92748
Autohaus Bahm GmbH,"Heilbronner Straße 29 , 76703 Kraichtal",+49 7250 92620,+49 7250 926240,moritz.bahm@autohaus-bahm.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-bahm-kraichtal.html,49.14004,8.77236
STARKE Versmold GmbH & Co. KG,"Laerstraße 16 , 33775 Versmold",+49 5423 20400,+49 5423 204099,info@ps-zentrum.de,https://www.volkswagen.de/de/haendler-werkstatt/ps-zentrum-versmold.html,52.05271,8.146879
Feser-Biemann Forchheim GmbH,"Äußere Nürnberger Straße 60 , 91301 Forchheim",+49 9191 3401100,+49 9191 3401190,info.forchheim@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-biemann-forchheim.html,49.70544,11.06164
Autohaus Hollenhorst GmbH & Co.KG,"Seppenrader Straße 1 , 59348 Lüdinghausen",+49 2591 93980,+49 2591 939818,lh@auto-hollenhorst.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hollenhorst-co-luedinghausen.html,51.768368,7.4366255
Autohaus Schmidt GmbH & Co. KG,"Hubertusstraße 56-58 , 45657 Recklinghausen",+49 2361 904290,+49 2361 9042946,info.rev@autowelt-schmidt.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schmidt-recklinghausen.html,51.60616,7.20771
Feser-Biemann Baiersdorf GmbH,"Industriestraße 5 , 91083 Baiersdorf",+49 9133 47550,+49 9133 475525,info@vw-baumann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-biemann-baiersdorf.html,49.66048,11.03938
Auto-Centrum Hoffmann GmbH,"Weidenäckerstraße 1 , 07381 Pößneck",+49 3647 46910,+49 3647 469110,vw-zentrale@hoffmann-mobile.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-centrum-hoffmann-poessneck.html,50.702454,11.62211
Auto Gorges GmbH,"Hans-Georg-Mettler-Straße 1 , 54497 Morbach",+49 6533 93830,+49 6533 938388,info@auto-gorges.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-gorges-morbach.html,49.79437,7.1075406
Autohaus Fischer GmbH,"Brückenstraße 6 , 07743 Jena",+49 3641 4850,+49 3641 485213,info@fischer-jena.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-fischer-jena.html,50.956665,11.6186
Knubel GmbH & Co. KG,"Daimlerstraße 5 - 7 , 48291 Telgte",+49 2504 73390,+49 2504 733925,service-telgte@knubel.de,https://www.volkswagen.de/de/haendler-werkstatt/knubel-in-telgte.html,51.97912,7.78033
Autohaus Kuhlo GmbH,"Friedrichstraße 57 , 54516 Wittlich",+49 6571 97000,+49 6571 970044,info@autohaus-kuhlo.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kuhlo-wittlich.html,49.99024,6.9063773
Autohaus Kühl GmbH & Co. KG,"Münchewiese 5 , 31137 Hildesheim",+49 5121 9993450,+49 5121 9993410,kontakt@vw-zentrum-hildesheim.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kuehl-hildesheim.html,52.1643,9.93549
Autohaus Kröfges GmbH & Co. KG,"Moseltalstraße 40 , 54518 Osann-Monzel",+49 6535 93730,+49 6535 937331,kroefges@autohaus-kroefges.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kroefges-osann-monzel.html,49.91817,6.95226
Autohaus Vossel KG,"Heerstraße 54 , 53894 Mechernich",+49 2443 31060,+49 2443 310622,info@autohaus-vossel.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-vossel-mechernich.html,50.58771,6.65026
Auto Thomas GmbH,"Am Mürel 18 , 53945 Blankenheim",+49 2449 91970,+49 2449 919750,terminlegungblankenheim@auto-thomas.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-thomas-blankenheim.html,50.45005,6.66576
SEVO Automobile GmbH & Co. OHG,"Besigheimer Straße 62 , 74366 Kirchheim/N.",+49 7143 8947290,+49 7143 8947291,info@sevo.de,https://www.volkswagen.de/de/haendler-werkstatt/sevo-automobile-kirchheim.html,49.038982,9.14408
Autohaus Schneider GmbH + Co. KG,"Besigheimer Straße 62 , 74366 Kirchheim",+49 7143 89470,+49 7143 94246,info.kirchheim@sevo.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schneider-kirchheim.html,49.03895,9.14449
AHC Autohaus Crailsheim GmbH & Co. KG,"Ludwig-Erhard-Straße 120 , 74564 Crailsheim",+49 7951 3090,+49 7951 30916,audi-cr@koch-autogruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/ahc-autohaus-crailsheim.html,49.13439,10.03626
Autohaus Clemens GmbH & Co. KG,"Tiefenbroicher Weg 12 , 40472 Düsseldorf",+49 211 4056980,+49 211 40569829,info@vwclemens.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-clemens-duesseldorf.html,51.28726,6.793272
Autohaus Osterwieck GmbH,"Lüttgenröder Straße 1 , 38835 Osterwieck",+49 39421 6140,+49 39421 61449,info@autohaus-osterwieck.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-osterwieck.html,51.96874,10.69994
Graf Hardenberg GmbH,"Alexanderplatz , 75015 Bretten",+49 7252 93740,+49 7252 937450,info-bretten@grafhardenberg.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-graf-hardenberg-bretten.html,49.037846,8.687594
Autohaus Schlagheck GmbH & Co. KG,"Im Derdel 4 , 48161 Münster",+49 2534 97400,+49 2534 974029,info@autohaus-schlagheck.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schlagheck-muenster.html,51.95155,7.55326
Auto Caspers Inh. Theo Klünter,"Hauptstraße 54 , 54587 Birgel",+49 6597 686,+49 6597 4797,info@auto-caspers.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-caspers-birgel.html,50.3169,6.62753
Autohaus Timpe GmbH,"Bielefelder Straße 10 , 49186 Bad Iburg",+49 5403 724900,+49 5403 7249019,info@autohaus-timpe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-timpe-bad-iburg.html,52.15421,8.043781
Auto-Hortz Inh. Wilhelm Josef Hortz,"Grossenbaumer Allee 77 - 87 , 47269 Duisburg",+49 203 710600,+49 203 760302,auto.hortz@auto-hortz.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-hortz-duisburg.html,51.365696,6.778361
Automobile Fred Neuerburg e.K.,"Densborner Straße 16 , 54570 Meisburg",+49 6599 211,+49 6599 811,info@auto-neuerburg.de,https://www.volkswagen.de/de/haendler-werkstatt/automobile-fred-neuerburg-meisburg.html,50.11195,6.68579
Autohaus Finger GmbH,"Donauschwabenstraße 40 , 76149 Karlsruhe",+49 721 978600,+49 721 9786024,service@autohaus-finger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-finger-karlsruhe.html,49.05295,8.39562
Autohaus Strube GmbH,"Neißestraße 227 , 38226 Salzgitter",+49 5341 86990,+49 5341 869938,info@autohaus-strube.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-strube-salzgitter.html,52.15595,10.35191
Quedac - Autohaus - GmbH,"Zwergkuhle 10 , 06484 Quedlinburg",+49 3946 77900,+49 3946 7790129,autohaus@quedac.de,https://www.volkswagen.de/de/haendler-werkstatt/quedac-autohaus-quedlinburg.html,51.78897,11.13439
Autohaus Dornig GmbH & Co. KG,"Ottostraße 15 , 95233 Helmbrechts",+49 9252 3890,+49 9252 38940,promobil@dornig.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-dornig-helmbrechts.html,50.23675,11.72285
Autohaus Wilhelm Graf GmbH,"Georg-Benda-Straße 1 , 90763 Fürth",+49 911 99713110,+49 911 99713120,vw.fuerth@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wilhelm-graf-fuerth.html,49.446247,10.99538
Autohaus Feser-Breitschwert GmbH,"Im Herrmannshof 25 , 91595 Burgoberbach",+49 9805 933980,+49 9805 9339811,vw.burgoberbach@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-burgoberbach.html,49.23907,10.60715
Autohaus Moll Kaarst GmbH,"Königsberger Straße 2 , 41564 Kaarst",+49 2131 96000,+49 2131 960096,kaarst@moll.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-moll-kaarst.html,51.21975,6.632
Hahn Automobile GmbH + Co. KG NL Bietigheim-Bissingen,"Beihinger Straße 9 , 74321 Bietigheim-Bissingen",+49 7142 95460,+49 7142 954650,vw-bietigheim@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-bietigheim-bissingen.html,48.951344,9.146704
Autohaus Rettenmeier GmbH & Co. KG,"Hauptstraße 43 - 45 , 74597 Stimpfach-Randenweiler",+49 7967 710910,,info@autohaus-rettenmeier.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-rettenmeier-stimpfach-randenweiler.html,49.05404,10.0818
Autohaus Leicht GmbH,"Hauptstraße 1 , 76327 Pfinztal",+49 7240 942225,+49 7240 942226,info@autohausleicht.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-leicht-pfinztal.html,48.98947,8.53501
Volkswagen Automobile Hannover GmbH,"Hildesheimer Straße 451 , 30519 Hannover",+49 511 86090,+49 511 8609199,info.hildesheimer-strasse@vw-ah.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-automobile-hannover-hildesheimer-strasse.html,52.32147,9.78451
Heinz Memmer,"Karlshöhlchen 1 , 76872 Freckenfeld",+49 6340 797,+49 6340 5669,service@autohausmemmer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-memmer-freckenfeld.html,49.0689,8.12557
Autohaus Hermsdorfer Kreuz GmbH,"An der Krümme 2 , 07639 Bad Klosterlausnitz",+49 36601 7880,+49 36601 78822,info@thiemegruppe.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hermsdorfer-kreuz-bad-klosterlausnitz.html,50.90793,11.85977
Autozentrum Vogt Vaihingen GmbH & Co. KG,"Stuttgarter Straße 62 , 71665 Vaihingen",+49 7042 95250,+49 7042 952510,info.vaihingen@sevo.de,https://www.volkswagen.de/de/haendler-werkstatt/sevo-automobile-vaihingen.html,48.92948,8.96078
Autohaus Wolfenbüttel GmbH,"Frankfurter Straße 37 , 38304 Wolfenbüttel",+49 5331 40090,+49 5331 400940,info@ahwf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wolfenbuettel.html,52.164066,10.509949
Autohaus Reiner Fütz GmbH & Co. KG,"Mindener Straße 27 , 49152 Bad Essen",+49 5472 77000,+49 5472 770099,info@fuetz.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-reiner-fuetz-bad-essen.html,52.31863,8.39779
Auto-Krause GmbH & Co. KG,"Alte Bahnhofstraße 66 , 48268 Greven",+49 2571 9588190,,,https://www.volkswagen.de/de/haendler-werkstatt/auto-krause-greven.html,52.09369,7.59965
Starke Ibbenbüren GmbH & Co. KG,"Tecklenburger Straße 6-8 , 49525 Lengerich",+49 5481 80090,+49 5481 800935,info.lengerich@starke-gruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/starke-ibbenbueren-lengerich.html,52.19167,7.84638
Autohaus Possögel GmbH,"Weißenfelser Straße 22-24 , 06618 Naumburg",+49 3445 70540,+49 3445 705422,info@autohaus-possoegel.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-possoegel-naumburg.html,51.150543,11.817788
Autohaus Kröninger GmbH & Co. KG,"Welvertstraße 4-6 , 66606 St. Wendel",+49 6851 993090,+49 6851 9930913,infosanktwendel@autohaus-kroeninger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kroeninger-st-wendel.html,49.46964,7.14694
Günter Pellmann GmbH,"Aeckern 2 A , 48734 Reken",+49 2864 1039,+49 2864 6274,info@pellmann.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-guenter-pellmann-reken.html,51.80551,7.05435
Autohaus Toepner GmbH & Co. KG,"Maybachstraße 9 , 71397 Leutenbach",+49 7195 583540,+49 7195 5835499,info@autohaus-toepner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-toepner-leutenbach.html,48.90067,9.41677
Autohaus Wilhelm Elsässer GmbH,"Ersinger Straße 33 , 75228 Ispringen",+49 7231 89624,,h.braun@vw-elsaesser.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wilhelm-elsaesser-ispringen.html,48.92178,8.65969
Autohaus Fasselt GmbH,"Kapellenweg 42 , 46514 Schermbeck",+49 2853 2994,+49 2853 954661,stefan.fasselt@autohaus-fasselt.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-fasselt-schermbeck.html,51.68478,6.8808
Träger Autohaus GmbH,"Ascherslebener Straße 18f , 06467 Seeland/Hoym",+49 34741 389,+49 34741 91114,info@traeger-autohaus.de,https://www.volkswagen.de/de/haendler-werkstatt/traeger-autohaus-seeland-hoym.html,51.78488,11.327788
Autohaus Strobel GmbH,"Kirschenleite 20 , 91220 Schnaittach",+49 9153 92650,+49 9153 926537,info@auto-strobel.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-strobel-schnaittach.html,49.566452,11.337481
Autohaus Brandt & Sohn GmbH,"Weiherstraße 17 , 75446 Wiernsheim",+49 7044 92660,,info@brandt-u-sohn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-brandt-sohn-wiernsheim.html,48.89181,8.85397
Feser Lauf GmbH,"Röthenbacher Straße 28 , 91207 Lauf",+49 9123 9401100,+49 9123 940111,info.lauf@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-lauf.html,49.50149,11.27495
Autohaus KAHLE GmbH & Co. KG,"Hagenburger Straße 16 - 18 , 31515 Wunstorf",+49 5031 95600,+49 5031 956095,wunstorf@kahle.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kahle-wunstorf.html,52.42931,9.42058
"Knubel GmbH & Co. KG, Zweigniederlassung Coesfeld","Druffels Weg 91 / 91a , 48653 Coesfeld",+49 2541 94840,+49 2541 948450,service-coesfeld@knubel.de,https://www.volkswagen.de/de/haendler-werkstatt/knubel-in-coesfeld.html,51.93227,7.17096
Autohaus Vöge GmbH & Co. KG,"Löwenberger Straße 38 , 90475 Nürnberg",+49 911 860770,+49 911 8607755,info@autohaus-voege.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-voege-nuernberg.html,49.411232,11.171981
Auto Heser e. K. Inh. Claudia Schöbel,"Löchleinstalstraße 347 , 95485 Warmensteinach",+49 9277 567,+49 9277 6163,claudia.schoebel@autoheser.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-heser-warmensteinach.html,49.999886,11.783166
P. Jacobs Automobile GmbH,"Bundesstraße 91 - 93 , 52152 Simmerath",+49 2473 927890,+49 2473 9278933,info@krings-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/p-jacobs-automobile-simmerath.html,50.60636,6.33105
Siemon GmbH,"Reckenfelder Straße 110 , 48282 Emsdetten",+49 2572 923400,+49 2572 9234010,info@autohaus-siemon.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-siemon-emsdetten.html,52.14054,7.53905
Dipl.-Ing. H. Röder GmbH u. Co. KG,"Bannemerfeld 6 , 46569 Hünxe",+49 2858 908720,+49 2858 9087235,info-huenxe@auto-roeder.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-roeder-huenxe.html,51.64456,6.75955
Volkswagen Economy Service bhg,"Robert-Bosch-Straße 2 , 76448 Durmersheim",,,vw-ettlingen@bhg-mobile.de,,48.94147,8.25508
Leonhard Sperber GmbH,"Straßäckerweg 6 + 12 , 91227 Leinburg",+49 9120 18840,+49 9120 188420,info@auto-sperber.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-sperber-leinburg.html,49.46201,11.28497
Autohaus im Geiseltal GmbH,"Müchelner Landstraße 10 , 06242 Braunsbedra",+49 34633 3040,+49 34633 30450,info.braunsbedra@geiseltalgruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-im-geiseltal-braunsbedra.html,51.28538,11.87116
Automobilwelt Eifel - Mosel GmbH,"Dieselstraße 18 , 54634 Bitburg",+49 6561 6004800,+49 6561 6004829,mail@eifelmosel.de,https://www.volkswagen.de/de/haendler-werkstatt/automobilwelt-eifel-mosel-bitburg.html,49.953213,6.530233
Hahn Automobile GmbH + Co. KG,"Apfelallee 35 , 70825 Korntal-Münchingen",+49 711 836390,+49 711 8363930,info@hahn-gruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-korntal-muenchingen.html,48.82879,9.1273
Autohaus Holzberg GmbH,"Hamburger Straße 23 , 38114 Braunschweig",+49 531 388180,+49 531 3881889,info@autohaus-holzberg.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-holzberg-braunschweig.html,52.276722,10.519729
Joachim Blakert,"Midlicher Straße 80 - 86 , 48720 Rosendahl",+49 2547 93100,+49 2547 931020,info@blakert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-joachim-blakert-rosendahl.html,52.01155,7.19284
Volkswagen Automobile Stuttgart GmbH,"Heilbronner Str. 392 , 70469 Stuttgart",+49 711 138930,+49 711 1389340,kundenservice@vw-as.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-automobile-stuttgart-feuerbach.html,48.814907,9.17807
Hahn Automobile GmbH + Co. KG NL Weinstadt,"Heerbergstraße 1 , 71384 Weinstadt",+49 7151 17020,+49 7151 170250,weinstadt@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-weinstadt.html,48.81475,9.35741
Autohaus Jansen & Drouven GmbH,"Kränkelsweg 40 , 41748 Viersen",+49 2162 15020,+49 2162 351843,schiffer@jansen-autohaus.de,https://www.volkswagen.de/de/haendler-werkstatt/jansen-drouven-viersen.html,51.26583,6.40017
Autohaus Mura GmbH,"Hauptstraße 1 , 38162 Cremlingen",+49 5306 92930,+49 5306 929316,info@autohaus-mura.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-mura-cremlingen.html,52.24991,10.64775
Jacobs Automobile Heinsberg GmbH,"Krefelder Straße 2 , 41812 Erkelenz",+49 2431 977730,+49 2431 9777318,info@jacobs-erkelenz.de,https://www.volkswagen.de/de/haendler-werkstatt/jacobs-automobile-heinsberg-erkelenz.html,51.07682,6.30856
AFA Autohaus Gera-Nord GmbH,"Siemensstraße 47 , 07546 Gera",+49 365 437020,+49 365 4200223,info@afanord.de,https://www.volkswagen.de/de/haendler-werkstatt/afa-autohaus-gera.html,50.908073,12.06742
Auto Kraus e. K.,"Windsbacher Straße 35-39 , 91174 Spalt",+49 9175 790990,+49 9175 9541,info@autokraus.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-kraus-spalt.html,49.17731,10.91835
